"Id","Name","Subject","Marks","Specs"
8049,"Amit","Arts",65,"major"
8050,"Subir","History",100,"minor"
8051,"Chris","History",98,"minor"
8052,"Mary","Biology",65,"major"
8053,"Carlos","History",65,"major"
8054,"Chris","Physics",44,"minor"
8055,"John","Mathematics",100,"major"
8056,"Mary","Physics",44,"major"
8057,"Subir","Physics",98,"minor"
8058,"Amit","Physics",44,"major"
8059,"John","Biology",44,"major"
8060,"Carlos","Biology",100,"major"
8061,"Subir","Biology",98,"major"
8062,"Carlos","Physics",44,"major"
8063,"Chris","Physics",100,"minor"
8064,"Subir","Mathematics",65,"major"
8065,"Amit","Biology",65,"major"
8066,"Mary","Biology",65,"minor"
8067,"Carlos","Arts",65,"major"
8068,"Mary","History",44,"minor"
8069,"John","Arts",100,"major"
8070,"John","History",44,"minor"
8071,"Mary","Mathematics",98,"major"
8072,"Chris","Biology",44,"minor"
8073,"John","Physics",98,"major"
8074,"Chris","Mathematics",65,"major"
8075,"David","History",100,"minor"
8076,"Subir","Physics",44,"major"
8077,"Subir","Physics",44,"major"
8078,"Amit","History",44,"major"
8079,"Amit","Biology",98,"major"
8080,"Subir","History",100,"major"
8081,"David","Mathematics",98,"major"
8082,"Mary","Arts",98,"major"
8083,"John","Mathematics",44,"major"
8084,"David","Physics",98,"minor"
8085,"Chris","Physics",100,"major"
8086,"Amit","Arts",98,"major"
8087,"Chris","Biology",100,"minor"
8088,"Chris","History",98,"major"
8089,"Carlos","History",65,"major"
8090,"Chris","Mathematics",65,"minor"
8091,"John","Arts",44,"major"
8092,"John","Biology",100,"major"
8093,"Carlos","Arts",65,"minor"
8094,"Chris","History",98,"minor"
8095,"Mary","Arts",98,"minor"
8096,"John","Mathematics",65,"minor"
8097,"Amit","History",100,"major"
8098,"Carlos","Physics",65,"major"
8099,"Subir","Biology",65,"major"
8100,"Amit","Arts",98,"minor"
8101,"Amit","Physics",100,"minor"
8102,"Amit","Mathematics",65,"major"
8103,"Subir","History",100,"major"
8104,"Amit","Biology",100,"major"
8105,"John","History",98,"major"
8106,"Carlos","History",98,"minor"
8107,"Carlos","Physics",44,"minor"
8108,"Amit","Mathematics",100,"major"
8109,"Subir","History",65,"major"
8110,"Chris","Mathematics",98,"minor"
8111,"Mary","Biology",65,"major"
8112,"David","Mathematics",44,"minor"
8113,"Carlos","Mathematics",100,"minor"
8114,"John","Physics",44,"major"
8115,"John","Mathematics",98,"minor"
8116,"Subir","Physics",98,"major"
8117,"Mary","Biology",44,"major"
8118,"Amit","Biology",100,"major"
8119,"Amit","Biology",98,"major"
8120,"Subir","History",44,"minor"
8121,"John","Biology",100,"major"
8122,"Amit","Arts",44,"major"
8123,"John","Biology",98,"minor"
8124,"Subir","Mathematics",100,"minor"
8125,"Subir","Mathematics",44,"minor"
8126,"Amit","Physics",100,"major"
8127,"David","Arts",100,"minor"
8128,"Mary","History",98,"major"
8129,"Subir","History",65,"major"
8130,"Chris","Biology",98,"major"
8131,"Amit","Arts",100,"minor"
8132,"Mary","Physics",98,"minor"
8133,"John","Mathematics",65,"major"
8134,"Chris","Physics",100,"minor"
8135,"Amit","Mathematics",100,"minor"
8136,"David","Arts",65,"minor"
8137,"David","Arts",100,"major"
8138,"Amit","Physics",98,"major"
8139,"David","History",65,"major"
8140,"David","Biology",100,"minor"
8141,"John","Physics",65,"major"
8142,"Mary","Biology",98,"major"
8143,"Subir","History",44,"major"
8144,"Carlos","History",98,"minor"
8145,"Carlos","History",44,"minor"
8146,"Amit","Arts",44,"major"
8147,"Chris","Biology",65,"minor"
8148,"David","Mathematics",98,"minor"
8149,"John","History",100,"minor"
8150,"Carlos","History",65,"minor"
8151,"Mary","Mathematics",65,"major"
8152,"Subir","History",65,"major"
8153,"John","Mathematics",65,"major"
8154,"Amit","Mathematics",98,"minor"
8155,"Subir","Arts",100,"major"
8156,"Subir","Mathematics",98,"major"
8157,"Carlos","Mathematics",65,"minor"
8158,"David","Physics",65,"major"
8159,"Mary","Arts",98,"minor"
8160,"Subir","Biology",100,"major"
8161,"Amit","History",44,"minor"
8162,"Chris","Mathematics",44,"major"
8163,"Amit","Mathematics",98,"minor"
8164,"Chris","Arts",98,"minor"
8165,"Amit","Arts",100,"major"
8166,"Mary","History",44,"minor"
8167,"Mary","Physics",98,"minor"
8168,"Amit","Biology",98,"minor"
8169,"Amit","Mathematics",100,"major"
8170,"David","Physics",98,"minor"
8171,"Chris","Physics",98,"minor"
8172,"Subir","History",100,"minor"
8173,"Subir","Physics",44,"major"
8174,"Amit","Arts",44,"major"
8175,"Subir","Biology",98,"major"
8176,"Amit","Biology",44,"major"
8177,"Mary","Physics",98,"major"
8178,"Mary","Mathematics",65,"minor"
8179,"Chris","History",100,"minor"
8180,"Subir","Physics",98,"minor"
8181,"John","Arts",100,"major"
8182,"Subir","Mathematics",98,"major"
8183,"Subir","Biology",44,"major"
8184,"David","History",44,"major"
8185,"Subir","Mathematics",44,"minor"
8186,"Carlos","History",100,"major"
8187,"Mary","Physics",100,"minor"
8188,"Amit","Arts",100,"major"
8189,"Amit","Mathematics",100,"major"
8190,"Chris","Biology",100,"major"
8191,"Mary","Arts",100,"major"
8192,"Amit","Mathematics",100,"minor"
8193,"David","Arts",65,"major"
8194,"Mary","History",98,"minor"
8195,"Mary","History",65,"major"
8196,"David","History",98,"major"
8197,"Amit","Biology",65,"minor"
8198,"Amit","Physics",44,"major"
8199,"Carlos","Arts",98,"minor"
8200,"Amit","Biology",98,"minor"
8201,"David","Biology",44,"minor"
8202,"Amit","History",44,"minor"
8203,"Subir","Arts",65,"minor"
8204,"Carlos","History",65,"minor"
8205,"Subir","Biology",44,"minor"
8206,"Chris","Arts",65,"minor"
8207,"David","History",65,"minor"
8208,"John","History",100,"minor"
8209,"Subir","History",44,"major"
8210,"Amit","Arts",65,"minor"
8211,"David","History",100,"minor"
8212,"David","Physics",100,"major"
8213,"John","History",65,"minor"
8214,"Amit","Arts",65,"major"
8215,"David","Biology",44,"minor"
8216,"Mary","Mathematics",65,"minor"
8217,"John","Biology",65,"minor"
8218,"Carlos","Physics",98,"major"
8219,"John","Biology",98,"minor"
8220,"Carlos","Arts",100,"major"
8221,"David","Arts",44,"minor"
8222,"John","Biology",100,"minor"
8223,"John","History",98,"minor"
8224,"Chris","Biology",98,"minor"
8225,"John","Arts",98,"major"
8226,"Subir","Biology",44,"major"
8227,"John","Biology",44,"minor"
8228,"David","Biology",44,"minor"
8229,"David","Physics",44,"major"
8230,"John","History",98,"major"
8231,"Subir","Biology",98,"major"
8232,"John","Physics",98,"major"
8233,"Amit","Physics",44,"minor"
8234,"David","Biology",65,"major"
8235,"Amit","Mathematics",44,"major"
8236,"David","Mathematics",100,"minor"
8237,"Carlos","History",44,"major"
8238,"Chris","Mathematics",98,"major"
8239,"David","History",65,"minor"
8240,"Amit","Biology",100,"major"
8241,"Chris","Mathematics",44,"major"
8242,"Carlos","History",100,"major"
8243,"Amit","History",100,"major"
8244,"Carlos","Biology",44,"major"
8245,"Carlos","Biology",65,"minor"
8246,"David","Mathematics",44,"major"
8247,"John","History",98,"major"
8248,"Mary","Biology",44,"minor"
8249,"Amit","Arts",44,"major"
8250,"Carlos","Arts",65,"major"
8251,"John","Mathematics",44,"major"
8252,"Carlos","History",65,"major"
8253,"Chris","History",98,"minor"
8254,"Carlos","History",65,"major"
8255,"Amit","Arts",65,"major"
8256,"Subir","Physics",65,"major"
8257,"Chris","Physics",100,"major"
8258,"John","Biology",100,"minor"
8259,"John","Arts",100,"minor"
8260,"Carlos","Mathematics",98,"minor"
8261,"John","Arts",44,"minor"
8262,"Subir","Biology",65,"major"
8263,"Chris","History",44,"major"
8264,"Subir","Physics",44,"minor"
8265,"Subir","Physics",98,"major"
8266,"Subir","Mathematics",44,"major"
8267,"Amit","Arts",100,"major"
8268,"John","Mathematics",100,"major"
8269,"David","Mathematics",100,"minor"
8270,"Carlos","Arts",44,"major"
8271,"Mary","History",98,"major"
8272,"Mary","Biology",98,"minor"
8273,"John","Arts",44,"major"
8274,"Carlos","Physics",44,"major"
8275,"Amit","Arts",65,"minor"
8276,"David","Biology",65,"major"
8277,"Mary","History",98,"minor"
8278,"Amit","Physics",98,"major"
8279,"Amit","Biology",65,"major"
8280,"Amit","Biology",65,"minor"
8281,"Amit","Physics",100,"minor"
8282,"Carlos","Arts",100,"major"
8283,"John","Physics",65,"minor"
8284,"Chris","History",100,"major"
8285,"Amit","History",65,"major"
8286,"John","Biology",100,"major"
8287,"Subir","Arts",98,"major"
8288,"Carlos","Physics",65,"major"
8289,"Mary","Mathematics",100,"minor"
8290,"Mary","Arts",98,"minor"
8291,"John","Mathematics",65,"major"
8292,"Mary","History",98,"major"
8293,"John","Arts",98,"minor"
8294,"David","Mathematics",44,"major"
8295,"Subir","Physics",98,"minor"
8296,"John","Physics",65,"major"
8297,"Subir","Physics",100,"major"
8298,"Carlos","Mathematics",98,"major"
8299,"David","Arts",100,"minor"
8300,"Subir","Physics",100,"major"
8301,"Chris","Mathematics",98,"major"
8302,"Amit","History",100,"major"
8303,"John","History",65,"minor"
8304,"Amit","Biology",98,"minor"
8305,"Amit","Biology",98,"minor"
8306,"David","Arts",100,"major"
8307,"David","History",100,"major"
8308,"Subir","History",44,"major"
8309,"Mary","Biology",44,"minor"
8310,"Carlos","Arts",98,"major"
8311,"David","Arts",65,"minor"
8312,"Mary","Biology",65,"major"
8313,"David","Mathematics",65,"minor"
8314,"David","Mathematics",44,"major"
8315,"Chris","Physics",65,"major"
8316,"Subir","Biology",65,"major"
8317,"Chris","Arts",98,"minor"
8318,"David","Arts",65,"minor"
8319,"Subir","Mathematics",65,"major"
8320,"David","History",100,"major"
8321,"Chris","Biology",100,"major"
8322,"Carlos","Physics",44,"major"
8323,"John","Mathematics",98,"major"
8324,"John","Physics",44,"minor"
8325,"Chris","Arts",65,"major"
8326,"Carlos","Mathematics",44,"major"
8327,"Carlos","Arts",98,"minor"
8328,"Subir","Physics",44,"major"
8329,"John","History",100,"minor"
8330,"Carlos","Mathematics",100,"major"
8331,"Subir","Biology",98,"major"
8332,"Carlos","History",100,"minor"
8333,"Mary","Mathematics",65,"major"
8334,"Amit","Physics",100,"major"
8335,"David","Physics",65,"minor"
8336,"John","Physics",100,"major"
8337,"Chris","Arts",100,"major"
8338,"Subir","Mathematics",44,"minor"
8339,"John","History",44,"major"
8340,"Mary","Arts",44,"minor"
8341,"Amit","Physics",44,"major"
8342,"Carlos","Biology",98,"major"
8343,"David","Biology",98,"major"
8344,"Mary","Mathematics",65,"major"
8345,"David","Mathematics",44,"minor"
8346,"Subir","Biology",98,"major"
8347,"Mary","History",65,"minor"
8348,"Mary","Biology",44,"major"
8349,"David","Arts",65,"minor"
8350,"Mary","Physics",100,"major"
8351,"David","Biology",44,"major"
8352,"David","Mathematics",65,"minor"
8353,"John","Arts",98,"major"
8354,"Chris","Biology",44,"major"
8355,"David","Mathematics",100,"minor"
8356,"Amit","Biology",65,"minor"
8357,"Amit","Biology",98,"major"
8358,"Subir","History",65,"minor"
8359,"Chris","Biology",65,"major"
8360,"John","Biology",44,"major"
8361,"Subir","Mathematics",98,"major"
8362,"Amit","History",65,"major"
8363,"Carlos","Physics",44,"major"
8364,"Carlos","Biology",100,"major"
8365,"Subir","History",98,"major"
8366,"John","Biology",44,"minor"
8367,"John","Biology",98,"minor"
8368,"Mary","History",65,"minor"
8369,"David","Biology",44,"major"
8370,"Carlos","Biology",98,"minor"
8371,"Subir","Physics",65,"minor"
8372,"Mary","Physics",100,"minor"
8373,"Subir","Arts",98,"minor"
8374,"John","History",65,"major"
8375,"Mary","History",100,"minor"
8376,"John","Arts",44,"major"
8377,"Mary","History",100,"minor"
8378,"Subir","History",98,"major"
8379,"Mary","Biology",98,"major"
8380,"Carlos","Arts",44,"major"
8381,"John","Mathematics",44,"minor"
8382,"David","History",65,"major"
8383,"Amit","Arts",65,"major"
8384,"Subir","Arts",100,"minor"
8385,"Mary","Arts",65,"major"
8386,"Amit","Biology",65,"major"
8387,"Carlos","History",65,"major"
8388,"Subir","Physics",98,"major"
8389,"Mary","Biology",100,"major"
8390,"Mary","History",44,"minor"
8391,"Subir","Biology",44,"minor"
8392,"John","History",98,"minor"
8393,"Amit","Physics",100,"major"
8394,"Carlos","Physics",100,"minor"
8395,"David","Mathematics",100,"major"
8396,"Carlos","Mathematics",100,"major"
8397,"Mary","Arts",100,"major"
8398,"Mary","Arts",44,"minor"
8399,"David","History",65,"major"
8400,"Amit","Mathematics",98,"minor"
8401,"Mary","Mathematics",65,"minor"
8402,"Mary","Mathematics",98,"major"
8403,"David","Mathematics",98,"major"
8404,"Subir","Mathematics",65,"major"
8405,"Carlos","Physics",98,"major"
8406,"Carlos","Physics",98,"minor"
8407,"Mary","Biology",44,"minor"
8408,"Mary","Physics",98,"major"
8409,"Carlos","Physics",44,"minor"
8410,"John","Physics",44,"major"
8411,"Chris","Physics",100,"major"
8412,"Mary","Biology",98,"major"
8413,"John","Mathematics",44,"major"
8414,"Subir","Biology",100,"minor"
8415,"John","Physics",100,"major"
8416,"Chris","History",44,"minor"
8417,"Subir","History",65,"minor"
8418,"Subir","Physics",98,"minor"
8419,"Mary","Mathematics",100,"major"
8420,"John","Biology",98,"minor"
8421,"John","Arts",44,"minor"
8422,"Carlos","Biology",65,"minor"
8423,"John","Physics",98,"major"
8424,"Carlos","Biology",98,"major"
8425,"David","Biology",100,"minor"
8426,"Subir","Biology",98,"major"
8427,"Amit","Mathematics",44,"major"
8428,"David","Arts",65,"major"
8429,"Chris","Arts",65,"minor"
8430,"Carlos","Arts",100,"major"
8431,"David","Biology",44,"minor"
8432,"Amit","Arts",100,"major"
8433,"Chris","History",100,"major"
8434,"Chris","Arts",98,"major"
8435,"John","Mathematics",44,"minor"
8436,"Amit","Biology",65,"major"
8437,"David","History",44,"major"
8438,"Chris","Arts",98,"major"
8439,"Mary","Arts",65,"major"
8440,"Mary","History",98,"major"
8441,"Subir","History",65,"minor"
8442,"John","History",98,"minor"
8443,"Carlos","History",98,"major"
8444,"Subir","Biology",44,"minor"
8445,"John","History",98,"major"
8446,"Subir","Arts",44,"minor"
8447,"Subir","Arts",100,"minor"
8448,"Amit","Biology",100,"minor"
8449,"Amit","Physics",100,"minor"
8450,"John","History",65,"minor"
8451,"Chris","Mathematics",100,"minor"
8452,"Amit","Physics",65,"minor"
8453,"David","Biology",65,"major"
8454,"Chris","Arts",98,"major"
8455,"Amit","History",44,"minor"
8456,"David","Mathematics",98,"minor"
8457,"Subir","History",44,"minor"
8458,"David","Mathematics",44,"minor"
8459,"Mary","Mathematics",100,"minor"
8460,"Chris","Biology",98,"minor"
8461,"Subir","Mathematics",98,"minor"
8462,"John","Physics",100,"minor"
8463,"John","Physics",44,"major"
8464,"Chris","History",44,"major"
8465,"Chris","Physics",44,"minor"
8466,"Subir","Mathematics",65,"minor"
8467,"Chris","Arts",65,"major"
8468,"Mary","History",100,"major"
8469,"Amit","Mathematics",98,"major"
8470,"John","Physics",98,"minor"
8471,"John","Biology",98,"major"
8472,"Carlos","Mathematics",44,"major"
8473,"David","History",65,"minor"
8474,"Mary","Mathematics",65,"minor"
8475,"David","Arts",65,"major"
8476,"Amit","Arts",65,"major"
8477,"David","History",65,"major"
8478,"Mary","Arts",98,"major"
8479,"David","Physics",100,"major"
8480,"Subir","History",44,"major"
8481,"David","History",44,"major"
8482,"Subir","Biology",65,"minor"
8483,"David","Mathematics",44,"minor"
8484,"Subir","History",65,"minor"
8485,"Amit","Mathematics",98,"minor"
8486,"Chris","Mathematics",44,"minor"
8487,"David","Arts",65,"major"
8488,"Chris","History",100,"minor"
8489,"John","Arts",65,"major"
8490,"Subir","History",44,"minor"
8491,"Carlos","History",44,"major"
8492,"Mary","Arts",44,"minor"
8493,"John","History",100,"minor"
8494,"David","History",65,"minor"
8495,"David","Biology",98,"major"
8496,"John","Arts",98,"major"
8497,"Amit","Mathematics",65,"minor"
8498,"David","History",98,"major"
8499,"Subir","History",65,"minor"
8500,"Amit","Biology",100,"major"
8501,"Amit","Biology",44,"minor"
8502,"John","Mathematics",100,"minor"
8503,"David","Biology",65,"major"
8504,"Amit","Arts",65,"major"
8505,"Chris","History",98,"minor"
8506,"Mary","Biology",65,"major"
8507,"Mary","Physics",65,"major"
8508,"John","Arts",100,"major"
8509,"John","Biology",100,"minor"
8510,"Amit","Physics",44,"minor"
8511,"Carlos","Biology",98,"minor"
8512,"John","Mathematics",98,"minor"
8513,"Subir","History",65,"major"
8514,"John","Physics",44,"major"
8515,"Amit","Mathematics",100,"major"
8516,"Carlos","Arts",65,"minor"
8517,"Chris","Physics",44,"minor"
8518,"Amit","Biology",98,"major"
8519,"David","Biology",44,"minor"
8520,"Amit","Physics",100,"major"
8521,"John","Arts",98,"minor"
8522,"Subir","Physics",98,"major"
8523,"Subir","Biology",98,"major"
8524,"Amit","Biology",98,"major"
8525,"Mary","Physics",100,"major"
8526,"Carlos","Physics",65,"major"
8527,"Amit","Mathematics",100,"minor"
8528,"Subir","History",98,"minor"
8529,"Subir","Biology",65,"major"
8530,"Amit","Arts",100,"major"
8531,"David","Physics",65,"minor"
8532,"David","Arts",44,"major"
8533,"David","Biology",44,"minor"
8534,"Chris","Physics",100,"minor"
8535,"John","History",65,"major"
8536,"David","History",98,"minor"
8537,"John","Physics",98,"major"
8538,"Chris","Biology",98,"major"
8539,"David","Arts",100,"minor"
8540,"Chris","Biology",98,"minor"
8541,"Chris","Arts",44,"minor"
8542,"Amit","History",100,"minor"
8543,"Amit","History",100,"minor"
8544,"Amit","History",65,"minor"
8545,"David","History",65,"major"
8546,"Mary","Arts",100,"major"
8547,"Mary","History",65,"minor"
8548,"Chris","Biology",100,"major"
8549,"Chris","Physics",98,"minor"
8550,"Subir","History",44,"major"
8551,"David","Physics",65,"minor"
8552,"David","Arts",44,"major"
8553,"Chris","Biology",98,"major"
8554,"Amit","History",100,"minor"
8555,"David","Biology",65,"major"
8556,"Amit","Biology",98,"major"
8557,"Mary","Mathematics",44,"minor"
8558,"Carlos","Mathematics",98,"minor"
8559,"David","Arts",98,"minor"
8560,"Carlos","History",65,"major"
8561,"John","Physics",44,"minor"
8562,"Carlos","Physics",100,"minor"
8563,"John","Biology",100,"major"
8564,"Carlos","Biology",100,"minor"
8565,"Carlos","History",100,"minor"
8566,"Chris","Physics",98,"minor"
8567,"David","Physics",100,"minor"
8568,"Carlos","Biology",44,"major"
8569,"David","History",100,"minor"
8570,"Amit","Arts",65,"major"
8571,"David","History",100,"major"
8572,"Mary","Arts",98,"major"
8573,"Subir","Mathematics",98,"minor"
8574,"John","Arts",98,"major"
8575,"David","Physics",98,"major"
8576,"Chris","Biology",44,"minor"
8577,"John","Physics",65,"major"
8578,"Chris","Arts",98,"major"
8579,"John","Arts",100,"minor"
8580,"Carlos","History",44,"minor"
8581,"David","Arts",100,"minor"
8582,"Mary","Biology",98,"major"
8583,"David","Biology",44,"minor"
8584,"Carlos","Arts",65,"minor"
8585,"Carlos","History",65,"major"
8586,"Mary","Physics",65,"minor"
8587,"Subir","Arts",44,"major"
8588,"Chris","History",98,"major"
8589,"David","Arts",98,"major"
8590,"David","Mathematics",98,"minor"
8591,"Mary","History",98,"major"
8592,"John","Biology",65,"minor"
8593,"Amit","Mathematics",98,"major"
8594,"John","Mathematics",44,"minor"
8595,"Amit","Arts",100,"major"
8596,"Amit","Physics",65,"minor"
8597,"John","Physics",65,"minor"
8598,"Amit","History",98,"major"
8599,"Subir","Physics",65,"major"
8600,"John","History",44,"minor"
8601,"Carlos","History",100,"minor"
8602,"Amit","History",98,"minor"
8603,"Amit","History",44,"major"
8604,"Mary","Biology",100,"minor"
8605,"David","Mathematics",44,"minor"
8606,"Amit","Arts",100,"major"
8607,"Mary","Mathematics",100,"major"
8608,"Amit","Biology",100,"minor"
8609,"Amit","Arts",65,"minor"
8610,"Chris","Physics",44,"major"
8611,"Subir","Biology",44,"minor"
8612,"Carlos","Biology",98,"minor"
8613,"David","Physics",100,"minor"
8614,"John","Biology",100,"major"
8615,"Subir","Physics",100,"minor"
8616,"Mary","Arts",65,"minor"
8617,"Amit","Biology",98,"minor"
8618,"Carlos","Arts",98,"major"
8619,"Mary","Mathematics",100,"major"
8620,"Amit","Physics",65,"major"
8621,"Carlos","Arts",65,"minor"
8622,"Mary","Mathematics",98,"minor"
8623,"David","Physics",44,"minor"
8624,"Chris","History",98,"minor"
8625,"Subir","History",65,"minor"
8626,"Subir","History",100,"minor"
8627,"Mary","Mathematics",65,"minor"
8628,"David","Arts",65,"minor"
8629,"Amit","Physics",44,"major"
8630,"Carlos","Arts",44,"minor"
8631,"Mary","Mathematics",44,"major"
8632,"John","Arts",100,"major"
8633,"Carlos","Biology",44,"major"
8634,"Chris","Mathematics",65,"minor"
8635,"Carlos","Physics",100,"minor"
8636,"Carlos","Physics",44,"minor"
8637,"Amit","History",65,"major"
8638,"Carlos","Biology",65,"minor"
8639,"Mary","Physics",44,"minor"
8640,"Carlos","Arts",98,"minor"
8641,"David","Mathematics",65,"major"
8642,"Mary","Biology",44,"major"
8643,"Subir","Arts",98,"minor"
8644,"Mary","Biology",98,"minor"
8645,"John","Biology",100,"major"
8646,"John","Biology",100,"major"
8647,"Chris","Physics",44,"major"
8648,"David","Biology",98,"minor"
8649,"Subir","Mathematics",65,"major"
8650,"Mary","History",65,"major"
8651,"Chris","Mathematics",98,"minor"
8652,"Chris","History",65,"minor"
8653,"David","Arts",44,"major"
8654,"Mary","Arts",98,"minor"
8655,"Chris","Arts",44,"major"
8656,"Mary","Physics",98,"minor"
8657,"Mary","Mathematics",65,"major"
8658,"David","Physics",44,"minor"
8659,"Carlos","Physics",98,"minor"
8660,"David","Arts",98,"minor"
8661,"Carlos","Physics",44,"minor"
8662,"David","Mathematics",65,"major"
8663,"Carlos","Mathematics",100,"major"
8664,"Chris","Arts",98,"minor"
8665,"John","Biology",44,"major"
8666,"Amit","Biology",100,"minor"
8667,"David","Physics",98,"major"
8668,"Subir","Physics",44,"minor"
8669,"Amit","Physics",65,"minor"
8670,"Amit","Arts",65,"major"
8671,"Amit","History",44,"major"
8672,"Amit","Physics",44,"major"
8673,"Subir","Biology",98,"minor"
8674,"Carlos","Mathematics",98,"major"
8675,"Chris","Arts",44,"major"
8676,"Subir","Mathematics",98,"minor"
8677,"Mary","Mathematics",44,"major"
8678,"Mary","History",98,"minor"
8679,"Chris","History",65,"major"
8680,"Subir","History",98,"minor"
8681,"John","Physics",44,"minor"
8682,"Subir","Biology",98,"major"
8683,"John","Physics",65,"minor"
8684,"Mary","Arts",98,"major"
8685,"Subir","Physics",100,"major"
8686,"David","Physics",65,"minor"
8687,"David","Arts",44,"minor"
8688,"Subir","Arts",100,"major"
8689,"Subir","Physics",44,"minor"
8690,"Mary","Mathematics",98,"minor"
8691,"Subir","Biology",100,"major"
8692,"Mary","Mathematics",44,"major"
8693,"John","History",44,"minor"
8694,"David","History",65,"minor"
8695,"Chris","History",100,"minor"
8696,"David","Physics",65,"major"
8697,"Mary","Arts",44,"minor"
8698,"Carlos","History",100,"major"
8699,"Carlos","Arts",100,"major"
8700,"Mary","History",44,"minor"
8701,"Mary","Physics",65,"minor"
8702,"Mary","Mathematics",65,"minor"
8703,"Chris","Mathematics",100,"minor"
8704,"Chris","Biology",98,"major"
8705,"Subir","History",100,"minor"
8706,"Subir","Arts",65,"major"
8707,"Chris","History",44,"minor"
8708,"John","Mathematics",65,"major"
8709,"Subir","Physics",65,"minor"
8710,"Subir","Biology",98,"major"
8711,"Amit","Biology",98,"major"
8712,"David","Arts",65,"minor"
8713,"David","Mathematics",65,"major"
8714,"Mary","Biology",98,"major"
8715,"Amit","Mathematics",65,"minor"
8716,"John","Mathematics",100,"major"
8717,"David","Arts",98,"major"
8718,"Carlos","History",65,"major"
8719,"Chris","History",98,"major"
8720,"Amit","Mathematics",44,"minor"
8721,"John","Biology",65,"minor"
8722,"Mary","Arts",44,"major"
8723,"David","History",98,"major"
8724,"Carlos","History",65,"minor"
8725,"Carlos","Arts",44,"minor"
8726,"Chris","Arts",100,"minor"
8727,"Carlos","Physics",65,"minor"
8728,"Subir","Physics",65,"minor"
8729,"Subir","Mathematics",100,"minor"
8730,"Subir","Mathematics",100,"minor"
8731,"Subir","Biology",98,"major"
8732,"Chris","Mathematics",65,"major"
8733,"Carlos","Mathematics",44,"major"
8734,"Mary","Arts",98,"major"
8735,"Subir","Arts",98,"minor"
8736,"David","History",98,"minor"
8737,"Chris","Physics",100,"major"
8738,"Mary","Mathematics",44,"minor"
8739,"Carlos","Physics",98,"major"
8740,"Carlos","Arts",100,"minor"
8741,"Amit","Physics",65,"major"
8742,"David","History",100,"major"
8743,"Amit","Arts",65,"major"
8744,"Mary","Physics",98,"minor"
8745,"Chris","Arts",100,"minor"
8746,"David","History",100,"minor"
8747,"David","Mathematics",44,"major"
8748,"John","Physics",100,"minor"
8749,"Mary","Arts",44,"minor"
8750,"Chris","Arts",98,"minor"
8751,"Amit","Biology",44,"minor"
8752,"Carlos","Biology",65,"major"
8753,"Chris","Arts",65,"minor"
8754,"Subir","History",44,"major"
8755,"Amit","Physics",100,"major"
8756,"Carlos","Mathematics",98,"major"
8757,"Amit","Arts",98,"minor"
8758,"David","Biology",98,"major"
8759,"Carlos","Mathematics",44,"major"
8760,"John","Physics",98,"major"
8761,"Carlos","Physics",98,"major"
8762,"Chris","Arts",98,"major"
8763,"Subir","Physics",65,"major"
8764,"Chris","Arts",100,"major"
8765,"Subir","Biology",98,"minor"
8766,"David","Biology",98,"major"
8767,"David","History",44,"minor"
8768,"Amit","History",98,"minor"
8769,"Subir","History",65,"minor"
8770,"Chris","Arts",44,"major"
8771,"Chris","History",100,"major"
8772,"David","Physics",98,"major"
8773,"Subir","History",65,"major"
8774,"Carlos","Mathematics",98,"minor"
8775,"Carlos","Biology",100,"major"
8776,"Subir","Biology",100,"minor"
8777,"Carlos","Mathematics",98,"major"
8778,"David","Arts",44,"minor"
8779,"Carlos","Biology",98,"major"
8780,"John","Physics",44,"major"
8781,"David","Arts",100,"major"
8782,"Amit","Biology",98,"minor"
8783,"Amit","Mathematics",65,"minor"
8784,"John","Arts",65,"minor"
8785,"Carlos","History",44,"minor"
8786,"John","Mathematics",65,"major"
8787,"Amit","Mathematics",100,"major"
8788,"Chris","Mathematics",98,"major"
8789,"Chris","Physics",98,"minor"
8790,"Carlos","Physics",44,"minor"
8791,"Amit","Biology",98,"minor"
8792,"Carlos","Biology",44,"minor"
8793,"Subir","History",98,"minor"
8794,"John","History",98,"major"
8795,"Mary","Biology",44,"minor"
8796,"Subir","Biology",98,"minor"
8797,"John","History",65,"major"
8798,"Amit","Arts",100,"major"
8799,"Amit","Mathematics",65,"minor"
8800,"Chris","Arts",44,"minor"
8801,"Chris","Arts",98,"minor"
8802,"Amit","History",98,"major"
8803,"Carlos","Mathematics",100,"major"
8804,"John","Mathematics",98,"minor"
8805,"John","Biology",98,"major"
8806,"David","Physics",65,"minor"
8807,"Subir","Biology",44,"major"
8808,"David","Arts",98,"major"
8809,"Chris","Biology",65,"minor"
8810,"Mary","Biology",98,"major"
8811,"David","Arts",98,"minor"
8812,"David","Biology",100,"major"
8813,"Amit","Biology",65,"minor"
8814,"Subir","Biology",65,"minor"
8815,"Chris","Arts",65,"minor"
8816,"Mary","Physics",44,"major"
8817,"Mary","History",44,"major"
8818,"Mary","Biology",65,"minor"
8819,"John","Biology",65,"major"
8820,"John","Arts",98,"major"
8821,"Carlos","Physics",98,"minor"
8822,"Chris","Biology",98,"major"
8823,"Amit","Biology",100,"minor"
8824,"John","History",100,"minor"
8825,"David","Arts",65,"major"
8826,"David","Arts",98,"minor"
8827,"Carlos","History",100,"major"
