id,name,subject,grade,marks,spec
12145,Carlos,Mathematics,C,44,major
12146,John,Arts,C,44,major
12147,John,Physics,A,98,minor
12148,Carlos,Mathematics,B,65,minor
12149,David,Mathematics,B,65,major
12150,Carlos,History,A,98,major
12151,Amit,Physics,A+,100,minor
12152,Amit,Mathematics,B,65,major
12153,Mary,Mathematics,A+,100,minor
12154,Subir,Physics,B,65,major
12155,Amit,Biology,A+,100,major
12156,John,Physics,A,98,major
12157,David,Arts,A+,100,minor
12158,Mary,Biology,A,98,major
12159,Subir,Mathematics,C,44,minor
12160,Subir,Mathematics,C,44,major
12161,John,Biology,A,98,minor
12162,Mary,Physics,A+,100,major
12163,Carlos,Mathematics,B,65,minor
12164,Amit,Biology,A,98,minor
12165,Subir,History,B,65,major
12166,Mary,Mathematics,A+,100,major
12167,John,History,A+,100,major
12168,Chris,Biology,C,44,major
12169,Chris,Biology,A,98,minor
12170,Mary,Physics,C,44,major
12171,Chris,Arts,A+,100,major
12172,John,Physics,B,65,minor
12173,Subir,Physics,A,98,major
12174,John,Physics,A+,100,major
12175,Subir,History,A,98,minor
12176,John,Mathematics,C,44,major
12177,Chris,Arts,B,65,minor
12178,Subir,Physics,A,98,minor
12179,David,History,A,98,major
12180,Subir,Biology,B,65,major
12181,Subir,History,A,98,major
12182,Amit,Biology,C,44,major
12183,David,Mathematics,A,98,minor
12184,David,History,C,44,major
12185,John,Biology,A,98,minor
12186,John,History,A,98,minor
12187,Carlos,Arts,A+,100,major
12188,Amit,Physics,A+,100,minor
12189,Amit,Arts,A,98,minor
12190,Mary,Mathematics,B,65,major
12191,Mary,Biology,C,44,major
12192,Amit,Arts,A,98,major
12193,Chris,Biology,A+,100,minor
12194,Amit,Arts,A,98,major
12195,Carlos,Physics,A,98,major
12196,Carlos,Biology,A+,100,major
12197,David,Arts,C,44,major
12198,Chris,History,C,44,major
12199,Chris,History,C,44,minor
12200,Subir,Arts,B,65,minor
12201,Mary,History,C,44,minor
12202,Subir,Arts,B,65,minor
12203,Subir,Physics,B,65,major
12204,John,Mathematics,B,65,major
12205,Chris,Physics,A+,100,minor
12206,Carlos,Mathematics,C,44,minor
12207,David,Mathematics,A,98,major
12208,David,Mathematics,B,65,minor
12209,Subir,History,B,65,minor
12210,David,Mathematics,B,65,minor
12211,Amit,History,C,44,major
12212,John,Biology,B,65,major
12213,John,Mathematics,C,44,minor
12214,Subir,Biology,C,44,minor
12215,Chris,Arts,C,44,major
12216,John,Biology,A+,100,minor
12217,John,History,A,98,minor
12218,Chris,Biology,C,44,major
12219,Amit,Mathematics,B,65,minor
12220,Carlos,History,C,44,major
12221,Subir,Physics,A,98,minor
12222,Chris,Mathematics,A+,100,minor
12223,Mary,Mathematics,B,65,major
12224,Mary,History,A,98,minor
12225,Amit,Mathematics,A+,100,minor
12226,Chris,Arts,A+,100,major
12227,Mary,History,A,98,minor
12228,Chris,History,C,44,major
12229,Carlos,History,B,65,major
12230,Chris,Physics,B,65,minor
12231,Mary,History,B,65,minor
12232,David,Mathematics,B,65,major
12233,Chris,Mathematics,C,44,minor
12234,Amit,Physics,A,98,major
12235,Chris,Mathematics,C,44,minor
12236,Chris,Arts,A,98,minor
12237,David,Mathematics,A,98,major
12238,David,Physics,A,98,major
12239,Carlos,Biology,B,65,minor
12240,David,Arts,C,44,minor
12241,Chris,Arts,A,98,major
12242,Mary,Biology,A+,100,minor
12243,David,Mathematics,C,44,minor
12244,Mary,Biology,A,98,major
12245,Carlos,Biology,B,65,minor
12246,Amit,Arts,A+,100,major
12247,Carlos,Physics,B,65,minor
12248,Mary,Biology,B,65,major
12249,David,Physics,A+,100,minor
12250,Subir,Arts,B,65,major
12251,Amit,Arts,A,98,minor
12252,David,Physics,A,98,major
12253,Chris,History,C,44,major
12254,Mary,Physics,A+,100,minor
12255,Carlos,Mathematics,A+,100,minor
12256,John,Biology,C,44,major
12257,Mary,History,B,65,major
12258,Subir,Biology,A,98,major
12259,Amit,Arts,B,65,major
12260,Chris,Physics,A+,100,major
12261,Mary,History,C,44,major
12262,Carlos,Mathematics,A,98,major
12263,David,History,A,98,major
12264,David,History,A+,100,major
12265,Subir,Arts,C,44,minor
12266,David,Mathematics,C,44,minor
12267,Subir,Arts,B,65,major
12268,Mary,Arts,A+,100,minor
12269,Mary,Arts,A,98,minor
12270,John,Biology,A,98,minor
12271,Chris,Physics,A+,100,major
12272,Amit,Mathematics,C,44,major
12273,Chris,Mathematics,A+,100,minor
12274,David,Mathematics,A,98,major
12275,Amit,Biology,A,98,major
12276,Mary,History,A,98,minor
12277,Chris,History,C,44,major
12278,Carlos,Arts,A+,100,major
12279,David,Physics,B,65,minor
12280,Subir,Physics,C,44,major
12281,Chris,History,A,98,major
12282,Carlos,Physics,A+,100,major
12283,John,Biology,B,65,major
12284,Mary,Biology,B,65,minor
12285,Mary,Mathematics,A+,100,major
12286,John,Arts,A,98,minor
12287,Chris,Arts,B,65,minor
12288,Mary,Arts,A,98,minor
12289,Subir,Mathematics,A+,100,minor
12290,Carlos,Physics,A,98,minor
12291,David,Mathematics,B,65,major
12292,Chris,Biology,B,65,minor
12293,David,Biology,C,44,major
12294,David,Mathematics,C,44,major
12295,Chris,Mathematics,B,65,major
12296,David,Biology,A+,100,minor
12297,Amit,Mathematics,A+,100,major
12298,Carlos,Biology,A+,100,major
12299,David,History,B,65,major
12300,Carlos,Physics,A+,100,major
12301,John,Biology,B,65,major
12302,John,Mathematics,C,44,major
12303,Subir,Biology,C,44,major
12304,Chris,Physics,A+,100,major
12305,John,Arts,A,98,minor
12306,Amit,Mathematics,B,65,minor
12307,Mary,Biology,A+,100,major
12308,Subir,Arts,A+,100,major
12309,David,History,A,98,major
12310,Carlos,Biology,B,65,minor
12311,Mary,Biology,A,98,major
12312,John,Biology,A+,100,major
12313,David,History,C,44,minor
12314,Mary,History,C,44,minor
12315,Subir,Mathematics,A+,100,minor
12316,Subir,Mathematics,A+,100,major
12317,Chris,History,B,65,minor
12318,Subir,Arts,A,98,major
12319,Amit,Mathematics,A+,100,minor
12320,Chris,History,A,98,minor
12321,Carlos,Mathematics,C,44,minor
12322,Subir,Mathematics,A,98,minor
12323,John,History,A,98,minor
12324,Carlos,Arts,A,98,major
12325,Mary,History,A+,100,major
12326,Mary,Physics,B,65,minor
12327,Chris,History,A+,100,major
12328,Amit,Mathematics,A,98,major
12329,Chris,Biology,B,65,major
12330,Amit,Mathematics,A+,100,minor
12331,Mary,Mathematics,A+,100,major
12332,Carlos,Biology,C,44,major
12333,Carlos,Arts,B,65,minor
12334,Mary,Physics,A,98,minor
12335,Mary,Physics,A,98,major
12336,Amit,Arts,A,98,major
12337,David,History,A,98,minor
12338,Mary,Arts,B,65,minor
12339,David,Arts,C,44,minor
12340,Subir,Mathematics,A+,100,minor
12341,John,Mathematics,C,44,minor
12342,Mary,Physics,A+,100,minor
12343,David,Arts,A,98,major
12344,Chris,Arts,A,98,minor
12345,David,Mathematics,C,44,major
12346,Amit,Physics,A+,100,major
12347,Subir,History,A+,100,major
12348,Subir,Physics,B,65,major
12349,Subir,Physics,A+,100,major
12350,Carlos,Arts,A,98,major
12351,Chris,Physics,A+,100,minor
12352,Chris,Biology,A+,100,minor
12353,Mary,Biology,A,98,major
12354,Subir,Arts,A,98,minor
12355,Carlos,Physics,A+,100,minor
12356,Subir,Arts,A+,100,major
12357,Mary,Arts,B,65,major
12358,Mary,Biology,A+,100,minor
12359,John,Mathematics,A+,100,major
12360,Subir,Arts,C,44,minor
12361,Subir,Arts,C,44,major
12362,Mary,Physics,A,98,major
12363,Chris,Arts,A+,100,major
12364,Amit,Arts,A+,100,major
12365,John,History,A,98,minor
12366,Subir,Arts,A+,100,minor
12367,Mary,Physics,C,44,minor
12368,Carlos,History,C,44,minor
12369,Chris,Physics,A+,100,major
12370,Chris,Arts,A+,100,major
12371,John,Physics,A+,100,minor
12372,Mary,Physics,A,98,minor
12373,Chris,History,A+,100,minor
12374,David,Biology,A,98,minor
12375,Subir,Biology,C,44,major
12376,John,Biology,A,98,minor
12377,Subir,Mathematics,A+,100,major
12378,David,History,A,98,minor
12379,David,Biology,A+,100,minor
12380,John,History,A,98,minor
12381,Mary,Physics,A+,100,minor
12382,Chris,Mathematics,C,44,major
12383,Chris,Arts,B,65,minor
12384,Subir,Physics,B,65,major
12385,Mary,History,C,44,minor
12386,Mary,History,C,44,minor
12387,Mary,Mathematics,C,44,minor
12388,Chris,Physics,A+,100,minor
12389,Subir,Physics,C,44,major
12390,Subir,Physics,B,65,major
12391,Chris,Physics,B,65,major
12392,Mary,Biology,A,98,major
12393,David,History,A,98,major
12394,Amit,Mathematics,C,44,major
12395,Amit,Biology,A,98,major
12396,Carlos,Biology,C,44,major
12397,Amit,Physics,C,44,major
12398,Amit,History,B,65,minor
12399,Amit,Biology,A+,100,minor
12400,Amit,History,B,65,major
12401,Mary,Arts,A+,100,minor
12402,Amit,Mathematics,A,98,minor
12403,Subir,Arts,A+,100,minor
12404,David,Arts,B,65,minor
12405,Chris,Mathematics,A+,100,major
12406,David,Arts,B,65,major
12407,John,Biology,C,44,minor
12408,John,Physics,C,44,major
12409,Subir,Physics,C,44,major
12410,Mary,History,B,65,major
12411,John,Biology,A+,100,major
12412,Chris,Mathematics,A,98,major
12413,John,Physics,C,44,major
12414,John,History,C,44,minor
12415,Chris,Physics,A+,100,major
12416,Mary,Biology,C,44,major
12417,Subir,Arts,C,44,minor
12418,Amit,History,C,44,major
12419,John,Arts,A,98,major
12420,David,Mathematics,C,44,major
12421,David,Biology,C,44,minor
12422,John,Mathematics,A+,100,minor
12423,John,Mathematics,B,65,major
12424,John,Physics,C,44,major
12425,Carlos,Arts,B,65,minor
12426,Subir,Physics,A,98,major
12427,Amit,Mathematics,B,65,minor
12428,Chris,Physics,C,44,minor
12429,David,Mathematics,B,65,minor
12430,Carlos,Mathematics,A+,100,major
12431,Mary,Biology,C,44,minor
12432,John,Arts,A+,100,major
12433,David,Physics,A+,100,major
12434,Subir,Mathematics,B,65,minor
12435,Carlos,Physics,A+,100,minor
12436,Amit,Physics,A+,100,major
12437,Chris,Arts,B,65,minor
12438,David,Mathematics,A+,100,major
12439,Subir,Mathematics,B,65,major
12440,Chris,Biology,C,44,major
12441,Chris,Biology,B,65,minor
12442,John,Mathematics,B,65,major
12443,Chris,Physics,B,65,major
12444,Subir,Arts,A+,100,major
12445,Chris,Mathematics,B,65,minor
12446,Amit,Biology,C,44,major
12447,John,Mathematics,A+,100,minor
12448,Mary,Arts,C,44,minor
12449,David,Mathematics,A+,100,minor
12450,Chris,History,A+,100,minor
12451,Subir,Arts,C,44,minor
12452,Mary,Arts,B,65,minor
12453,Carlos,Physics,A,98,minor
12454,Amit,Biology,B,65,minor
12455,Carlos,Biology,C,44,major
12456,Subir,History,A,98,minor
12457,Carlos,Arts,A,98,major
12458,Amit,Physics,B,65,minor
12459,John,Biology,C,44,major
12460,Amit,Mathematics,A+,100,minor
12461,Subir,History,A,98,major
12462,Subir,Biology,A,98,minor
12463,Carlos,Biology,A,98,minor
12464,Carlos,Arts,C,44,minor
12465,David,Arts,A,98,major
12466,John,Arts,A+,100,major
12467,Chris,Mathematics,C,44,minor
12468,Carlos,Physics,A+,100,minor
12469,Subir,Arts,C,44,minor
12470,Mary,Physics,C,44,minor
12471,Carlos,Mathematics,C,44,minor
12472,Mary,Biology,A,98,minor
12473,Chris,Physics,A+,100,major
12474,Carlos,History,A+,100,minor
12475,Carlos,Mathematics,C,44,major
12476,Chris,Physics,A,98,minor
12477,Chris,Arts,A,98,minor
12478,David,Physics,B,65,major
12479,Carlos,History,A,98,minor
12480,John,Biology,A+,100,major
12481,Carlos,History,A,98,minor
12482,Carlos,History,A,98,major
12483,Mary,Mathematics,B,65,minor
12484,John,Biology,C,44,major
12485,John,Mathematics,A,98,minor
12486,John,Arts,C,44,minor
12487,Carlos,Physics,C,44,major
12488,John,History,A,98,major
12489,Amit,Mathematics,A,98,minor
12490,Subir,Mathematics,A+,100,major
12491,David,Mathematics,B,65,major
12492,Subir,Physics,B,65,major
12493,John,Physics,A,98,minor
12494,Subir,Physics,C,44,major
12495,Subir,Physics,B,65,major
12496,Carlos,Mathematics,B,65,major
12497,Subir,History,A+,100,major
12498,Chris,Mathematics,C,44,major
12499,David,Biology,A,98,minor
12500,David,Biology,A,98,major
12501,David,Physics,A+,100,minor
12502,John,Physics,C,44,major
12503,David,Mathematics,C,44,major
12504,Subir,History,A+,100,major
12505,Mary,Biology,B,65,minor
12506,Subir,Arts,B,65,major
12507,Chris,Biology,C,44,minor
12508,David,Arts,C,44,major
12509,Carlos,Biology,B,65,minor
12510,Amit,Physics,A+,100,minor
12511,John,History,A+,100,major
12512,Subir,Biology,B,65,major
12513,Carlos,History,B,65,minor
12514,David,Mathematics,B,65,major
12515,Mary,History,A+,100,minor
12516,David,History,C,44,minor
12517,Mary,Arts,B,65,minor
12518,Subir,History,B,65,major
12519,John,Biology,A,98,major
12520,David,History,C,44,minor
12521,David,Arts,A+,100,major
12522,Mary,Biology,C,44,minor
12523,John,Biology,A,98,minor
12524,John,History,A+,100,minor
12525,David,Physics,A+,100,minor
12526,Carlos,Physics,C,44,major
12527,Chris,Physics,A,98,minor
12528,David,History,C,44,minor
12529,David,History,A,98,minor
12530,Mary,Arts,B,65,major
12531,John,History,A,98,major
12532,Chris,History,C,44,major
12533,Subir,History,A+,100,minor
12534,Subir,Mathematics,B,65,major
12535,Chris,Mathematics,A,98,minor
12536,John,Biology,A,98,minor
12537,Amit,Mathematics,B,65,major
12538,Chris,Physics,B,65,major
12539,Mary,Arts,C,44,major
12540,David,Arts,A,98,major
12541,John,Biology,B,65,major
12542,Amit,Physics,B,65,major
12543,Carlos,Mathematics,A,98,major
12544,Amit,History,C,44,minor
12545,Mary,Physics,B,65,minor
12546,John,Mathematics,A+,100,minor
12547,Mary,Arts,B,65,major
12548,Amit,Physics,B,65,minor
12549,David,Arts,B,65,minor
12550,David,History,C,44,minor
12551,David,History,A+,100,major
12552,David,History,C,44,major
12553,Carlos,Mathematics,A,98,major
12554,Chris,Mathematics,A+,100,minor
12555,David,Biology,B,65,minor
12556,Mary,Physics,B,65,major
12557,Subir,Mathematics,C,44,major
12558,Chris,Arts,B,65,minor
12559,Amit,Arts,A,98,major
12560,Mary,History,A,98,minor
12561,Mary,Mathematics,C,44,minor
12562,John,Mathematics,A,98,major
12563,Chris,Biology,A+,100,major
12564,Carlos,Physics,B,65,major
12565,Amit,Mathematics,C,44,minor
12566,David,Biology,A+,100,major
12567,Carlos,Mathematics,A,98,major
12568,David,Biology,C,44,minor
12569,Chris,History,C,44,major
12570,Amit,History,B,65,major
12571,David,Mathematics,C,44,minor
12572,John,Physics,A,98,major
12573,Chris,Biology,A+,100,minor
12574,Chris,Arts,C,44,major
12575,John,Arts,A,98,minor
12576,David,Mathematics,C,44,minor
12577,David,History,A,98,minor
12578,Subir,Arts,B,65,minor
12579,Mary,Biology,A,98,minor
12580,Carlos,Biology,C,44,major
12581,Carlos,Arts,A+,100,minor
12582,Subir,Mathematics,A,98,minor
12583,John,Mathematics,A,98,major
12584,Carlos,Arts,C,44,major
12585,Chris,Physics,C,44,minor
12586,Chris,History,B,65,minor
12587,John,History,B,65,minor
12588,Subir,Arts,A+,100,major
12589,Chris,Biology,C,44,major
12590,Subir,History,A+,100,major
12591,Amit,Arts,A+,100,major
12592,Carlos,Arts,A+,100,major
12593,Chris,History,C,44,minor
12594,Chris,Mathematics,C,44,minor
12595,Amit,History,A+,100,major
12596,Carlos,Physics,A,98,minor
12597,Carlos,Mathematics,A,98,major
12598,Chris,Mathematics,A,98,minor
12599,Amit,Physics,B,65,major
12600,Carlos,History,C,44,major
12601,Chris,History,A+,100,major
12602,David,History,C,44,major
12603,Chris,Physics,A,98,major
12604,David,Physics,A+,100,minor
12605,Carlos,Biology,B,65,major
12606,Amit,Mathematics,A,98,minor
12607,Chris,Physics,C,44,minor
12608,Chris,Biology,A,98,major
12609,Carlos,Mathematics,A+,100,major
12610,Chris,Physics,A,98,minor
12611,David,Mathematics,C,44,minor
12612,Carlos,Arts,B,65,major
12613,John,Physics,A,98,major
12614,David,Arts,A+,100,minor
12615,John,Physics,A+,100,minor
12616,David,Biology,C,44,minor
12617,Chris,Arts,C,44,major
12618,John,History,A+,100,major
12619,Carlos,Physics,C,44,minor
12620,David,History,A+,100,minor
12621,Chris,Biology,B,65,minor
12622,John,Biology,C,44,minor
12623,Subir,Physics,C,44,major
12624,Subir,Physics,B,65,minor
12625,Chris,Arts,A+,100,minor
12626,Chris,Arts,B,65,major
12627,Carlos,Mathematics,A,98,major
12628,Subir,Mathematics,B,65,major
12629,Chris,Arts,A+,100,major
12630,David,Physics,B,65,minor
12631,Carlos,History,A+,100,minor
12632,David,Arts,B,65,major
12633,Chris,Physics,B,65,major
12634,Amit,Physics,C,44,minor
12635,Chris,Biology,A,98,major
12636,John,Biology,A+,100,minor
12637,John,Physics,A+,100,minor
12638,Subir,History,A+,100,minor
12639,Amit,Arts,C,44,minor
12640,Chris,History,A+,100,minor
12641,John,Arts,A,98,major
12642,Subir,Arts,A,98,minor
12643,Mary,Mathematics,B,65,minor
12644,John,Mathematics,A+,100,minor
12645,David,History,A,98,minor
12646,John,Arts,B,65,minor
12647,Subir,Physics,B,65,minor
12648,John,Biology,A+,100,minor
12649,Amit,Mathematics,C,44,minor
12650,Carlos,Arts,B,65,major
12651,Amit,Biology,A,98,minor
12652,Subir,Arts,B,65,major
12653,John,History,B,65,major
12654,Carlos,Biology,B,65,minor
12655,Subir,History,A+,100,major
12656,John,Arts,A,98,minor
12657,Amit,Arts,A+,100,minor
12658,David,Biology,C,44,minor
12659,Chris,Arts,B,65,minor
12660,Amit,Physics,B,65,minor
12661,David,Physics,A+,100,major
12662,Mary,Mathematics,A,98,minor
12663,John,History,A,98,minor
12664,Amit,History,C,44,major
12665,Amit,Mathematics,C,44,minor
12666,David,History,A,98,minor
12667,Mary,Mathematics,C,44,major
12668,David,Mathematics,A,98,minor
12669,David,Mathematics,A,98,minor
12670,Chris,Mathematics,A,98,major
12671,Chris,Mathematics,A,98,major
12672,Subir,Biology,C,44,minor
12673,David,History,A+,100,major
12674,Carlos,History,A+,100,major
12675,Mary,Arts,A,98,major
12676,Subir,Mathematics,B,65,major
12677,Amit,Arts,C,44,major
12678,John,Physics,A,98,minor
12679,Chris,Mathematics,A+,100,minor
12680,Chris,History,A,98,minor
12681,Mary,Arts,A+,100,minor
12682,John,Arts,A+,100,minor
12683,Subir,Arts,B,65,major
12684,Mary,Biology,C,44,major
12685,Mary,Arts,B,65,minor
12686,John,Arts,B,65,major
12687,John,Physics,A+,100,minor
12688,David,Physics,B,65,minor
12689,Amit,Biology,C,44,major
12690,Chris,Biology,A,98,minor
12691,Chris,History,C,44,major
12692,John,History,C,44,major
12693,Carlos,Arts,B,65,major
12694,David,Physics,A+,100,major
12695,Carlos,History,A+,100,major
12696,Amit,Arts,A,98,minor
12697,Chris,History,A+,100,minor
12698,Mary,Biology,A+,100,major
12699,Carlos,Physics,C,44,minor
12700,Carlos,Mathematics,A+,100,minor
12701,Chris,Arts,A+,100,minor
12702,Mary,Mathematics,A,98,major
12703,David,Arts,A,98,major
12704,Amit,Biology,A,98,major
12705,John,Mathematics,C,44,minor
12706,David,History,A,98,major
12707,John,History,C,44,minor
12708,John,Arts,A+,100,major
12709,Amit,History,B,65,minor
12710,Chris,Mathematics,C,44,minor
12711,David,History,A,98,minor
12712,John,Mathematics,B,65,minor
12713,John,Physics,B,65,minor
12714,Carlos,History,B,65,major
12715,Chris,Biology,C,44,major
12716,Amit,Biology,A,98,major
12717,Amit,Biology,A+,100,major
12718,Chris,Arts,A,98,minor
12719,David,Biology,B,65,major
12720,Carlos,Mathematics,B,65,minor
12721,Mary,History,B,65,minor
12722,Carlos,History,C,44,minor
12723,David,History,C,44,major
12724,Carlos,Mathematics,B,65,minor
12725,Subir,Physics,C,44,major
12726,John,History,C,44,major
12727,John,Arts,A+,100,major
12728,Carlos,Physics,B,65,minor
12729,Amit,Mathematics,A,98,minor
12730,Subir,Mathematics,B,65,major
12731,David,History,A+,100,major
12732,Carlos,Arts,B,65,minor
12733,Chris,Mathematics,C,44,minor
12734,Mary,Physics,C,44,minor
12735,Mary,History,A,98,major
12736,Subir,Physics,A+,100,major
12737,Amit,Mathematics,B,65,minor
12738,Carlos,History,B,65,minor
12739,Amit,Mathematics,B,65,minor
12740,John,Physics,B,65,minor
12741,Carlos,History,A,98,minor
12742,Carlos,Mathematics,A+,100,major
12743,David,Biology,A,98,minor
12744,Subir,Biology,B,65,major
12745,Chris,History,C,44,minor
12746,Chris,Arts,C,44,major
12747,Mary,Arts,B,65,minor
12748,John,Arts,A+,100,major
12749,Mary,Biology,B,65,major
12750,John,Arts,C,44,minor
12751,Amit,Arts,C,44,major
12752,John,History,C,44,major
12753,Carlos,History,A,98,major
12754,Carlos,Arts,C,44,major
12755,David,History,C,44,minor
12756,Subir,Physics,C,44,minor
12757,Mary,History,A,98,minor
12758,Amit,Mathematics,A+,100,major
12759,David,Arts,A+,100,minor
12760,John,Arts,A+,100,major
12761,Mary,Mathematics,B,65,minor
12762,Mary,Mathematics,A,98,minor
12763,John,Biology,A,98,minor
12764,David,History,A+,100,major
12765,John,History,C,44,major
12766,John,History,B,65,minor
12767,John,Mathematics,A+,100,major
12768,Chris,Physics,C,44,major
12769,Subir,Mathematics,A,98,major
12770,Subir,Arts,A,98,major
12771,John,Mathematics,B,65,minor
12772,Carlos,Arts,A,98,minor
12773,David,Physics,B,65,minor
12774,Mary,History,C,44,major
12775,David,Physics,A,98,major
12776,John,Mathematics,A+,100,minor
12777,Amit,Arts,C,44,minor
12778,Amit,Arts,A+,100,major
12779,Chris,Mathematics,C,44,minor
12780,Chris,Physics,C,44,minor
12781,Mary,Physics,C,44,major
12782,Amit,Physics,C,44,major
12783,Carlos,Arts,A,98,minor
12784,Subir,Biology,B,65,minor
12785,John,History,A,98,minor
12786,Carlos,History,A+,100,major
12787,Carlos,History,A,98,minor
12788,Chris,Mathematics,C,44,major
12789,Subir,Physics,A,98,major
12790,Amit,Physics,A,98,major
12791,Mary,Arts,A,98,minor
12792,Chris,Biology,A,98,major
12793,Mary,Biology,A,98,minor
12794,Amit,Biology,A,98,minor
12795,Chris,Biology,A,98,minor
12796,Carlos,Mathematics,B,65,minor
12797,Subir,Biology,B,65,minor
12798,Subir,History,B,65,major
12799,David,Arts,A,98,minor
12800,Subir,Biology,A,98,major
12801,Chris,Arts,A+,100,minor
12802,Mary,Mathematics,B,65,minor
12803,David,Biology,C,44,major
12804,Chris,Arts,A+,100,minor
12805,Chris,Physics,A,98,major
12806,David,Arts,A+,100,major
12807,Mary,Biology,A,98,minor
12808,David,Biology,A,98,minor
12809,Chris,History,A,98,major
12810,Amit,Biology,C,44,minor
12811,John,History,C,44,major
12812,Subir,Mathematics,A,98,major
12813,Subir,Arts,A,98,major
12814,Carlos,Mathematics,C,44,major
12815,Carlos,Arts,C,44,minor
12816,Chris,History,C,44,major
12817,Subir,Arts,A,98,major
12818,Amit,Biology,A,98,major
12819,Mary,Biology,C,44,major
12820,Amit,History,A+,100,minor
12821,Amit,Arts,C,44,minor
12822,Subir,Mathematics,C,44,major
12823,David,Physics,B,65,minor
12824,John,Arts,B,65,major
12825,Mary,Physics,B,65,major
12826,Subir,Mathematics,B,65,major
12827,Carlos,Mathematics,C,44,minor
12828,Carlos,Physics,A+,100,major
12829,Chris,History,C,44,minor
12830,Chris,Arts,B,65,minor
12831,Subir,Physics,A+,100,major
12832,Subir,Mathematics,A+,100,minor
12833,David,Mathematics,A+,100,major
12834,David,Arts,A+,100,major
12835,David,History,A,98,minor
12836,David,Mathematics,A,98,minor
12837,Mary,Mathematics,A+,100,minor
12838,Mary,Biology,C,44,major
12839,Chris,Biology,C,44,minor
12840,Subir,Biology,A,98,major
12841,John,Arts,A+,100,major
12842,Subir,History,C,44,major
12843,David,Physics,A,98,minor
12844,Chris,Arts,B,65,major
12845,Mary,Biology,A,98,major
12846,John,Biology,B,65,major
12847,Mary,Mathematics,C,44,minor
12848,Chris,Mathematics,A+,100,minor
12849,Subir,Arts,C,44,major
12850,David,Mathematics,B,65,minor
12851,Carlos,History,C,44,major
12852,Amit,History,C,44,major
12853,Mary,Arts,B,65,minor
12854,David,Arts,C,44,major
12855,Amit,Biology,A+,100,minor
12856,Amit,Arts,A,98,major
12857,Amit,Mathematics,B,65,major
12858,John,History,B,65,major
12859,Mary,Biology,C,44,minor
12860,Mary,History,B,65,minor
12861,John,Physics,C,44,major
12862,David,Physics,A,98,major
12863,John,Mathematics,B,65,major
12864,Chris,Physics,C,44,minor
12865,Mary,Physics,B,65,major
12866,Carlos,Mathematics,A,98,major
12867,David,Biology,A+,100,minor
12868,David,Mathematics,B,65,minor
12869,Subir,History,B,65,minor
12870,Carlos,Physics,A+,100,major
12871,John,History,C,44,major
12872,Subir,Arts,C,44,major
12873,Chris,History,A+,100,minor
12874,Mary,History,C,44,major
12875,Carlos,Mathematics,B,65,major
12876,David,Physics,B,65,minor
12877,John,Biology,B,65,minor
12878,Chris,Mathematics,B,65,major
12879,Carlos,History,C,44,major
12880,Carlos,Mathematics,C,44,major
12881,Subir,Arts,A,98,major
12882,Mary,Arts,A,98,major
12883,Carlos,History,A+,100,major
12884,Subir,Biology,C,44,minor
12885,David,Biology,C,44,minor
12886,John,Biology,A+,100,major
12887,Mary,History,B,65,minor
12888,Chris,History,A,98,minor
12889,John,Arts,B,65,minor
12890,Carlos,History,B,65,minor
12891,Carlos,Biology,A,98,major
12892,Carlos,Physics,A,98,minor
12893,Amit,Mathematics,C,44,minor
12894,Carlos,Biology,A,98,minor
12895,Mary,Biology,B,65,major
12896,Chris,Mathematics,A,98,minor
12897,John,History,A+,100,major
12898,Mary,Physics,B,65,minor
12899,Mary,Mathematics,A+,100,minor
12900,Subir,History,A+,100,major
12901,Chris,Biology,B,65,major
12902,Mary,Physics,B,65,major
12903,Carlos,History,A+,100,minor
12904,John,Biology,C,44,minor
12905,David,Physics,A+,100,major
12906,John,Arts,A+,100,major
12907,Amit,Biology,A+,100,minor
12908,David,Biology,C,44,minor
12909,Chris,Arts,A+,100,minor
12910,Carlos,Physics,A+,100,major
12911,Amit,Mathematics,A+,100,major
12912,Amit,Physics,C,44,major
12913,Mary,History,A+,100,major
12914,David,Biology,A+,100,major
12915,Mary,Arts,C,44,minor
12916,Chris,Physics,C,44,minor
12917,Mary,Arts,A+,100,major
12918,David,Mathematics,A,98,minor
12919,Amit,Mathematics,A,98,major
12920,Carlos,Physics,B,65,major
12921,John,History,C,44,major
12922,Carlos,History,A+,100,minor
12923,Carlos,Mathematics,B,65,minor
12924,Chris,History,A+,100,major
12925,Subir,Arts,B,65,minor
12926,Amit,Mathematics,C,44,major
12927,Chris,Arts,A,98,minor
12928,Amit,History,A+,100,major
12929,Amit,Physics,C,44,major
12930,Subir,History,B,65,major
12931,Subir,Biology,A+,100,minor
12932,Carlos,Biology,B,65,minor
12933,John,Arts,A,98,minor
12934,Chris,Physics,A+,100,minor
12935,David,History,A,98,minor
12936,Mary,History,C,44,major
12937,Carlos,Physics,A+,100,minor
12938,Amit,Physics,B,65,major
12939,Mary,Physics,C,44,minor
12940,John,History,A+,100,major
12941,Subir,Arts,B,65,minor
12942,Carlos,Biology,B,65,minor
12943,Mary,Arts,A,98,major
12944,John,History,C,44,major
12945,David,Arts,B,65,minor
12946,Subir,History,A+,100,major
12947,Mary,Biology,B,65,major
12948,Carlos,History,A,98,minor
12949,Mary,Mathematics,C,44,minor
12950,Carlos,Mathematics,B,65,major
12951,Amit,Biology,B,65,minor
12952,Carlos,Biology,A,98,minor
